codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.7.1.8.12.0.0.00.00.00.00.000;02;0201;1.430,00;0,00;15.469,10;7.969,96;72.185,00;66.555,00;1.430,00;35.026,06;41.386,78;8.085,01;5.250,46;20.696,14;15.279,82;22.610,65;45.354,82;22.610,65;51.479,82;36.510,71;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.12.1.0.00.00.00.00.000;02;0201;1.430,00;0,00;15.469,10;7.969,96;72.185,00;66.555,00;1.430,00;35.026,06;41.386,78;8.085,01;5.250,46;20.696,14;15.279,82;22.610,65;45.354,82;22.610,65;51.479,82;36.510,71;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.00.00.00.00.000;02;0201;1.430,00;0,00;15.469,10;7.969,96;72.185,00;66.555,00;1.430,00;35.026,06;41.386,78;8.085,01;5.250,46;20.696,14;15.279,82;22.610,65;45.354,82;22.610,65;51.479,82;36.510,71;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.01.00.00.00.000;02;0201;1.430,00;0,00;1.430,00;2.860,00;1.430,00;0,00;1.430,00;1.430,00;1.430,00;1.430,00;1.430,00;2.860,00;3.024,90;3.024,90;3.024,90;3.024,90;3.024,90;3.024,92;000;1038;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;254,92;254,92;254,92;254,92;254,92;254,96;000;1067;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.03.00.00.00.000;02;0201;0,00;0,00;9.370,80;0,00;0,00;0,00;0,00;0,00;24.113,83;3.850,78;2.129,99;8.694,10;0,00;7.330,83;0,00;7.330,83;0,00;18.330,83;000;1021;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.04.00.00.00.000;02;0201;0,00;0,00;4.668,30;5.109,96;40.680,00;40.680,00;0,00;29.396,06;15.842,95;2.804,23;1.690,47;9.142,04;12.000,00;12.000,00;12.000,00;12.000,00;19.000,00;14.900,00;000;1064;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.05.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.200,00;0,00;4.200,00;0,00;000;1068;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.05.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;4.200,00;0,00;0,00;4.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1068;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.06.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25.875,00;0,00;25.000,00;0,00;000;1069;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.06.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;25.875,00;25.875,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1069;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.99.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;42.628,02;38.854,44;389.348,93;333.853,82;209.448,73;282.439,54;179.688,89;0,00;0,00;0,00;0,00;22.329,98;58.795,68;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.99.1.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;42.628,02;38.854,44;389.348,93;333.853,82;209.448,73;282.439,54;179.688,89;0,00;0,00;0,00;0,00;22.329,98;58.795,68;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.99.1.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;42.628,02;38.854,44;389.348,93;333.853,82;209.448,73;282.439,54;179.688,89;0,00;0,00;0,00;0,00;22.329,98;58.795,68;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.99.1.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;42.628,02;38.854,44;188.494,51;132.474,59;8.594,31;84.348,44;120.892,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.99.1.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;178.524,44;178.524,44;178.524,44;176.137,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.99.1.1.05.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.329,98;0,00;0,00;0,00;000;4001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.99.1.1.05.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;22.329,98;22.329,98;22.329,98;21.953,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4001;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.99.1.1.06.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;524,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1005;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.99.1.1.07.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;58.795,68;0,00;0,00;000;1006;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.99.1.1.07.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;58.796,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1006;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.0.00.0.0.00.00.00.00.000;02;0201;940.803,33;1.003.267,78;1.103.724,74;804.650,17;641.278,66;772.065,49;658.444,66;796.262,75;919.400,86;905.181,79;1.153.249,16;1.439.757,18;1.811.745,77;1.934.023,45;1.915.839,06;1.952.954,42;1.905.277,91;2.087.536,35;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.00.0.0.00.00.00.00.000;02;0201;940.803,33;1.003.267,78;1.103.724,74;804.650,17;641.278,66;772.065,49;658.444,66;796.262,75;919.400,86;905.181,79;1.153.249,16;1.439.757,18;1.811.745,77;1.934.023,45;1.915.839,06;1.952.954,42;1.905.277,91;2.087.536,35;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.0.0.00.00.00.00.000;02;0201;896.220,68;899.204,81;1.044.754,97;721.475,51;635.002,82;771.885,49;652.264,66;783.082,75;919.220,86;905.001,79;940.251,25;1.348.597,62;1.712.058,37;1.806.636,15;1.788.451,76;1.825.567,12;1.777.890,61;1.884.750,65;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.1.0.00.00.00.00.000;02;0201;695.010,05;830.397,34;971.032,49;528.863,61;567.080,19;743.069,22;617.284,25;760.927,70;901.285,30;882.300,91;923.869,06;1.201.364,94;1.580.285,75;1.673.062,41;1.658.978,02;1.696.093,38;1.647.210,19;1.755.276,74;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.1.1.00.00.00.00.000;02;0201;695.010,05;830.397,34;971.032,49;528.863,61;567.080,19;743.069,22;617.284,25;760.927,70;901.285,30;882.300,91;923.869,06;1.201.364,94;1.580.285,75;1.673.062,41;1.658.978,02;1.696.093,38;1.647.210,19;1.755.276,74;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.1.1.01.00.00.00.000;02;0201;417.006,03;498.238,38;582.619,51;317.318,16;340.248,09;445.841,52;370.370,55;456.556,62;540.771,17;529.380,54;554.321,41;720.818,97;1.001.090,66;1.001.090,66;1.001.090,66;1.001.090,66;1.001.090,66;1.001.090,60;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.1.1.02.00.00.00.000;02;0201;34.750,49;41.519,88;48.551,61;26.443,19;28.354,02;37.153,47;30.864,21;38.046,39;45.064,27;44.115,04;46.193,46;60.068,24;83.424,22;83.424,22;83.424,22;83.424,22;83.424,22;83.424,22;000;0020;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.1.1.03.00.00.00.000;02;0201;104.251,51;124.559,61;145.654,87;79.329,54;85.062,04;111.460,38;92.592,64;114.139,15;135.192,80;132.345,15;138.580,37;180.204,73;212.473,23;252.234,65;246.198,49;262.105,07;241.155,13;287.469,40;000;0040;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.1.1.04.00.00.00.000;02;0201;139.002,02;166.079,47;194.206,50;105.772,72;113.416,04;148.613,85;123.456,85;152.185,54;180.257,06;176.460,18;184.773,82;240.273,00;283.297,64;336.312,88;328.264,65;349.473,43;321.540,18;383.292,52;000;0031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.2.0.00.00.00.00.000;02;0201;187.094,27;59.174,97;63.401,23;180.971,15;59.934,74;20.475,16;24.469,60;12.223,53;4.547,71;5.954,67;2.112,17;129.250,80;104.613,32;104.613,32;104.613,32;104.613,32;104.613,32;104.613,44;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.2.1.00.00.00.00.000;02;0201;187.094,27;59.174,97;63.401,23;180.971,15;59.934,74;20.475,16;24.469,60;12.223,53;4.547,71;5.954,67;2.112,17;129.250,80;104.613,32;104.613,32;104.613,32;104.613,32;104.613,32;104.613,44;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.2.1.01.00.00.00.000;02;0201;112.256,52;35.504,92;38.040,72;108.582,69;35.960,85;12.285,05;14.681,72;7.334,10;2.728,61;3.572,79;1.267,29;77.550,45;62.768,00;62.768,00;62.768,00;62.768,00;62.768,00;62.768,02;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.2.1.02.00.00.00.000;02;0201;9.354,71;2.958,77;3.170,06;9.048,54;2.996,74;1.023,77;1.223,49;611,18;227,39;297,74;105,61;6.462,56;5.230,66;5.230,66;5.230,66;5.230,66;5.230,66;5.230,70;000;0020;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.2.1.03.00.00.00.000;02;0201;28.064,16;8.876,27;9.510,18;27.145,66;8.990,19;3.071,28;3.670,44;1.833,53;682,16;893,19;316,83;19.387,62;15.692,00;15.692,00;15.692,00;15.692,00;15.692,00;15.692,01;000;0040;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.2.1.04.00.00.00.000;02;0201;37.418,88;11.835,01;12.680,27;36.194,26;11.986,96;4.095,06;4.893,95;2.444,72;909,55;1.190,95;422,44;25.850,17;20.922,66;20.922,66;20.922,66;20.922,66;20.922,66;20.922,71;000;0031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.3.0.00.00.00.00.000;02;0201;11.794,26;9.632,50;10.321,25;9.527,64;7.987,89;8.341,11;9.154,13;9.931,52;13.387,85;14.738,56;14.270,02;17.981,88;24.860,42;24.860,42;24.860,42;24.860,42;24.860,42;24.860,47;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.3.1.00.00.00.00.000;02;0201;11.794,26;9.632,50;10.321,25;9.527,64;7.987,89;8.341,11;9.154,13;9.931,52;13.387,85;14.738,56;14.270,02;17.981,88;24.860,42;24.860,42;24.860,42;24.860,42;24.860,42;24.860,47;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.3.1.01.00.00.00.000;02;0201;7.076,55;5.779,49;6.192,75;5.716,58;4.792,72;5.004,65;5.492,46;5.958,90;8.032,72;8.843,14;8.562,00;10.789,14;14.916,26;14.916,26;14.916,26;14.916,26;14.916,26;14.916,24;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.3.1.02.00.00.00.000;02;0201;589,72;481,63;516,06;476,38;399,40;417,06;457,72;496,58;669,39;736,93;713,50;899,09;1.243,02;1.243,02;1.243,02;1.243,02;1.243,02;1.243,03;000;0020;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.3.1.03.00.00.00.000;02;0201;1.769,14;1.444,88;1.548,19;1.429,15;1.198,19;1.251,17;1.373,13;1.489,73;2.008,17;2.210,78;2.140,51;2.697,28;3.729,06;3.729,06;3.729,06;3.729,06;3.729,06;3.729,09;000;0040;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.3.1.04.00.00.00.000;02;0201;2.358,85;1.926,50;2.064,25;1.905,53;1.597,58;1.668,23;1.830,82;1.986,31;2.677,57;2.947,71;2.854,01;3.596,37;4.972,08;4.972,08;4.972,08;4.972,08;4.972,08;4.972,11;000;0031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.4.0.00.00.00.00.000;02;0201;2.322,10;0,00;0,00;2.113,11;0,00;0,00;1.356,68;0,00;0,00;2.007,65;0,00;0,00;2.298,88;4.100,00;0,00;0,00;1.206,68;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.01.4.1.00.00.00.00.000;02;0201;2.322,10;0,00;0,00;2.113,11;0,00;0,00;1.356,68;0,00;0,00;2.007,65;0,00;0,00;2.298,88;4.100,00;0,00;0,00;1.206,68;0,00;000;1018;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.0.0.00.00.00.00.000;02;0201;41.582,65;61.968,08;28.056,18;58.261,06;180,00;180,00;180,00;7.180,00;180,00;180,00;209.997,91;46.315,08;63.670,74;63.670,74;63.670,74;63.670,74;63.670,74;128.824,16;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.0.00.00.00.00.000;02;0201;41.582,65;61.968,08;28.056,18;58.261,06;180,00;180,00;180,00;7.180,00;180,00;180,00;209.997,91;46.315,08;63.670,74;63.670,74;63.670,74;63.670,74;63.670,74;128.824,16;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.00.00.00.00.000;02;0201;41.582,65;61.968,08;28.056,18;58.261,06;180,00;180,00;180,00;7.180,00;180,00;180,00;209.997,91;46.315,08;63.670,74;63.670,74;63.670,74;63.670,74;63.670,74;128.824,16;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.01.00.00.00.000;02;0201;24.392,03;24.266,22;24.735,56;12.296,64;180,00;180,00;180,00;180,00;180,00;180,00;85.010,57;12.372,36;25.000,00;25.000,00;25.000,00;25.000,00;25.000,00;59.153,38;000;4011;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.02.00.00.00.000;02;0201;10.000,00;20.000,00;0,00;30.000,00;0,00;0,00;0,00;0,00;0,00;0,00;80.000,00;10.000,00;21.666,66;21.666,66;21.666,66;21.666,66;21.666,66;26.666,70;000;4090;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.000,00;000;4090;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.04.00.00.00.000;02;0201;1.320,62;3.961,86;1.320,62;1.320,62;0,00;0,00;0,00;0,00;0,00;0,00;9.244,34;1.320,62;2.641,24;2.641,24;2.641,24;2.641,24;2.641,24;2.641,24;000;4050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.05.00.00.00.000;02;0201;2.000,00;6.000,00;2.000,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;14.000,00;2.000,00;4.000,00;4.000,00;4.000,00;4.000,00;4.000,00;8.000,00;000;4160;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.07.00.00.00.000;02;0201;3.870,00;7.740,00;0,00;7.350,00;0,00;0,00;0,00;0,00;0,00;0,00;21.743,00;17.180,00;10.362,84;10.362,84;10.362,84;10.362,84;10.362,84;10.362,84;000;4050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.08.00.00.00.000;02;0201;0,00;0,00;0,00;5.293,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4170;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.09.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.000,00;000;4011;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.09.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4011;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.10.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.442,10;0,00;0,00;0,00;0,00;0,00;0,00;000;4300;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.10.0.0.00.00.00.00.000;02;0201;0,00;42.094,89;24.913,59;24.913,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44.844,48;0,00;63.699,90;63.699,90;63.699,90;63.699,90;73.944,84;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.10.2.0.00.00.00.00.000;02;0201;0,00;31.849,95;24.913,59;24.913,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44.844,48;0,00;63.699,90;63.699,90;63.699,90;63.699,90;63.699,90;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.10.2.1.00.00.00.00.000;02;0201;0,00;31.849,95;24.913,59;24.913,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44.844,48;0,00;63.699,90;63.699,90;63.699,90;63.699,90;63.699,90;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.10.2.1.01.00.00.00.000;02;0201;0,00;31.849,95;24.913,59;24.913,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44.844,48;0,00;63.699,90;63.699,90;63.699,90;63.699,90;63.699,90;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.10.2.1.01.01.00.00.000;02;0201;0,00;31.849,95;24.913,59;24.913,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44.844,48;0,00;63.699,90;63.699,90;63.699,90;63.699,90;63.699,90;000;1017;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.10.9.0.00.00.00.00.000;02;0201;0,00;10.244,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.244,94;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.10.9.1.00.00.00.00.000;02;0201;0,00;10.244,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.244,94;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.10.9.1.07.00.00.00.000;02;0201;0,00;10.244,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.244,94;000;1103;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
