codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.1.1.8.02.3.2.00.00.00.00.000;02;0201;264,60;249,22;247,20;414,08;66,39;107,69;244,88;165,98;205,82;227,83;660,71;734,74;579,10;289,47;438,19;624,99;510,86;392,38;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.2.01.00.00.00.000;02;0201;158,76;149,53;148,32;248,43;39,83;64,62;146,93;99,58;123,49;136,70;396,42;440,83;347,47;173,69;262,92;375,00;306,51;235,40;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.2.02.00.00.00.000;02;0201;66,15;62,31;61,80;103,53;16,60;26,92;61,22;41,50;51,46;56,96;165,17;183,69;144,77;72,36;109,55;156,24;127,72;98,11;000;0020;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.2.03.00.00.00.000;02;0201;39,69;37,38;37,08;62,12;9,96;16,15;36,73;24,90;30,87;34,17;99,12;110,22;86,86;43,42;65,72;93,75;76,63;58,87;000;0040;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.3.00.00.00.00.000;02;0201;0,00;0,00;140,20;0,00;0,00;0,00;0,00;374,19;652,26;169,62;169,62;0,00;41,81;40,96;3.595,93;20,88;244,07;3.808,88;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.3.01.00.00.00.000;02;0201;0,00;0,00;84,10;0,00;0,00;0,00;0,00;224,49;391,34;101,77;101,77;0,00;25,09;24,58;2.157,57;12,53;146,43;2.285,32;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.3.02.00.00.00.000;02;0201;0,00;0,00;35,06;0,00;0,00;0,00;0,00;93,56;163,08;42,41;42,41;0,00;10,45;10,24;898,98;5,22;61,02;952,22;000;0020;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.3.03.00.00.00.000;02;0201;0,00;0,00;21,04;0,00;0,00;0,00;0,00;56,14;97,84;25,44;25,44;0,00;6,27;6,14;539,38;3,13;36,62;571,34;000;0040;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.4.00.00.00.00.000;02;0201;0,00;0,00;24,54;0,00;0,00;0,00;0,00;60,31;176,37;16,36;15,38;0,00;10,30;9,76;4.262,44;30,39;54,67;3.588,72;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.4.01.00.00.00.000;02;0201;0,00;0,00;14,72;0,00;0,00;0,00;0,00;36,18;105,81;9,81;9,22;0,00;6,18;5,86;2.557,46;18,23;32,80;2.153,24;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.4.02.00.00.00.000;02;0201;0,00;0,00;6,14;0,00;0,00;0,00;0,00;15,08;44,10;4,10;3,85;0,00;2,58;2,44;1.065,61;7,60;13,67;897,17;000;0020;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.1.8.02.3.4.03.00.00.00.000;02;0201;0,00;0,00;3,68;0,00;0,00;0,00;0,00;9,05;26,46;2,45;2,31;0,00;1,54;1,46;639,37;4,56;8,20;538,31;000;0040;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.0.00.0.0.00.00.00.00.000;02;0201;4.026,87;3.040,00;7.343,91;4.121,76;8.644,48;3.883,00;4.530,00;10.571,73;5.232,92;25.612,03;20.267,82;4.238,17;4.549,40;5.393,69;8.378,41;10.998,98;34.502,96;9.662,36;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.00.0.0.00.00.00.00.000;02;0201;4.026,87;3.040,00;7.343,91;4.121,76;8.644,48;3.883,00;4.530,00;10.571,73;5.232,92;25.612,03;20.267,82;4.238,17;4.549,40;5.393,69;8.378,41;10.998,98;34.502,96;9.662,36;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.0.0.00.00.00.00.000;02;0201;4.026,87;3.040,00;7.343,91;4.121,76;8.644,48;3.883,00;4.530,00;10.571,73;5.232,92;25.612,03;20.267,82;4.238,17;4.549,40;5.393,69;8.378,41;10.998,98;34.502,96;9.662,36;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.1.0.00.00.00.00.000;02;0201;477,00;159,00;135,00;135,00;0,00;0,00;270,00;396,63;0,00;270,00;270,00;675,00;325,51;542,51;108,50;542,52;759,52;759,52;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.1.1.00.00.00.00.000;02;0201;477,00;159,00;135,00;135,00;0,00;0,00;270,00;0,00;0,00;270,00;270,00;675,00;325,51;542,51;108,50;542,52;759,52;759,52;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.1.3.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;251,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.1.4.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;145,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.0.00.00.00.00.000;02;0201;3.549,87;2.881,00;7.208,91;3.986,76;8.644,48;3.883,00;4.260,00;10.175,10;5.232,92;25.342,03;19.997,82;3.563,17;4.223,89;4.851,18;8.269,91;10.456,46;33.743,44;8.902,84;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.00.00.00.00.000;02;0201;2.565,00;2.881,00;5.249,00;3.949,00;6.584,00;3.883,00;4.260,00;7.077,00;3.376,00;24.440,00;18.736,00;3.540,00;4.223,89;4.851,18;8.269,91;10.456,46;33.743,44;8.902,84;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.01.00.00.00.000;02;0201;277,00;238,00;749,00;970,00;1.526,00;806,00;1.079,00;454,00;773,00;19.783,00;16.071,00;734,00;708,63;502,09;1.846,94;3.568,07;29.076,28;1.445,74;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.03.00.00.00.000;02;0201;802,00;398,00;788,00;824,00;1.720,00;399,00;973,00;2.239,00;538,00;652,00;921,00;310,00;629,83;761,43;750,16;3.120,95;1.262,49;3.235,63;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.04.00.00.00.000;02;0201;1.020,00;1.817,00;1.200,00;1.246,00;1.642,00;1.740,00;1.607,00;1.429,00;1.236,00;979,00;1.085,00;1.190,00;1.825,70;1.825,70;1.825,70;1.825,70;1.825,70;1.825,72;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.05.00.00.00.000;02;0201;82,00;0,00;910,00;617,00;825,00;231,00;0,00;1.903,00;0,00;0,00;210,00;909,00;787,62;703,97;3.310,24;890,06;714,30;1.423,90;000;1005;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.06.00.00.00.000;02;0201;384,00;428,00;1.602,00;292,00;715,00;707,00;601,00;994,00;771,00;2.454,00;275,00;397,00;272,11;1.057,99;536,87;1.051,68;864,67;971,85;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.1.07.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;156,00;0,00;0,00;58,00;58,00;572,00;174,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.2.00.00.00.00.000;02;0201;0,00;0,00;0,00;37,76;0,00;0,00;0,00;0,00;0,00;0,00;120,94;23,17;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.2.01.00.00.00.000;02;0201;0,00;0,00;0,00;8,69;0,00;0,00;0,00;0,00;0,00;0,00;120,94;23,17;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.2.03.00.00.00.000;02;0201;0,00;0,00;0,00;27,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.2.04.00.00.00.000;02;0201;0,00;0,00;0,00;1,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.3.00.00.00.00.000;02;0201;734,95;0,00;1.533,11;0,00;1.560,95;0,00;0,00;2.386,81;1.480,30;826,99;1.014,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.3.01.00.00.00.000;02;0201;734,95;0,00;1.332,24;0,00;1.560,95;0,00;0,00;2.377,83;1.471,93;826,99;1.014,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.3.03.00.00.00.000;02;0201;0,00;0,00;192,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.3.04.00.00.00.000;02;0201;0,00;0,00;8,37;0,00;0,00;0,00;0,00;8,98;8,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.4.00.00.00.00.000;02;0201;249,92;0,00;426,80;0,00;499,53;0,00;0,00;711,29;376,62;75,04;126,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.4.01.00.00.00.000;02;0201;249,92;0,00;396,67;0,00;499,53;0,00;0,00;708,32;374,45;75,04;126,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.4.03.00.00.00.000;02;0201;0,00;0,00;28,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.1.2.8.01.9.4.04.00.00.00.000;02;0201;0,00;0,00;1,25;0,00;0,00;0,00;0,00;2,97;2,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.0.0.00.0.0.00.00.00.00.000;02;0201;17.109,24;110.789,49;99.286,08;97.556,64;95.705,38;96.956,64;95.350,76;91.843,66;92.315,55;91.093,41;89.561,81;255.577,11;105.779,83;163.565,92;169.335,50;164.384,33;161.466,71;292.623,92;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.1.0.00.0.0.00.00.00.00.000;02;0201;0,00;95.596,03;80.974,65;79.577,60;78.437,37;79.030,59;78.466,33;77.153,89;77.815,67;77.335,43;75.847,39;240.185,71;72.131,37;123.517,83;127.892,84;127.965,25;127.553,94;258.581,30;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.1.8.00.0.0.00.00.00.00.000;02;0201;0,00;95.596,03;80.974,65;79.577,60;78.437,37;79.030,59;78.466,33;77.153,89;77.815,67;77.335,43;75.847,39;240.185,71;72.131,37;123.517,83;127.892,84;127.965,25;127.553,94;258.581,30;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.1.8.01.0.0.00.00.00.00.000;02;0201;0,00;95.596,03;80.974,65;79.577,60;78.437,37;79.030,59;78.466,33;77.153,89;77.815,67;77.335,43;75.847,39;240.185,71;72.131,37;123.517,83;127.892,84;127.965,25;127.553,94;258.581,30;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.1.8.01.1.0.00.00.00.00.000;02;0201;0,00;94.254,72;79.633,34;78.236,29;77.096,06;77.689,28;77.125,02;75.812,58;76.474,36;75.118,59;75.133,76;236.161,78;72.131,37;123.517,83;127.373,41;127.085,25;127.113,94;256.821,32;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.1.8.01.1.1.00.00.00.00.000;12;1201;0,00;94.254,72;79.633,34;78.236,29;77.096,06;77.689,28;77.125,02;75.812,58;76.474,36;75.118,59;75.133,76;236.161,78;72.131,37;123.517,83;127.373,41;127.085,25;127.113,94;256.821,32;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.1.8.01.2.0.00.00.00.00.000;02;0201;0,00;989,30;989,30;989,30;989,30;989,30;989,30;989,30;989,30;989,30;989,30;2.967,90;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.1.8.01.2.1.00.00.00.00.000;12;1201;0,00;989,30;989,30;989,30;989,30;989,30;989,30;989,30;989,30;989,30;989,30;2.967,90;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.1.8.01.3.0.00.00.00.00.000;02;0201;0,00;352,01;352,01;352,01;352,01;352,01;352,01;352,01;352,01;352,01;352,01;1.056,03;0,00;0,00;519,43;880,00;440,00;1.759,98;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.1.8.01.3.1.00.00.00.00.000;12;1201;0,00;352,01;352,01;352,01;352,01;352,01;352,01;352,01;352,01;352,01;352,01;1.056,03;0,00;0,00;519,43;880,00;440,00;1.759,98;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.1.8.01.4.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;875,53;-627,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.1.8.01.4.1.00.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;875,53;-627,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.4.0.00.0.0.00.00.00.00.000;02;0201;17.109,24;15.193,46;18.311,43;17.979,04;17.268,01;17.926,05;16.884,43;14.689,77;14.499,88;13.757,98;13.714,42;15.391,40;33.648,46;40.048,09;41.442,66;36.419,08;33.912,77;34.042,62;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.4.0.00.1.0.00.00.00.00.000;02;0201;17.109,24;15.193,46;18.311,43;17.979,04;17.268,01;17.926,05;16.884,43;14.689,77;14.499,88;13.757,98;13.714,42;15.391,40;33.648,46;40.048,09;41.442,66;36.419,08;33.912,77;34.042,62;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.2.4.0.00.1.1.00.00.00.00.000;02;0201;17.109,24;15.193,46;18.311,43;17.979,04;17.268,01;17.926,05;16.884,43;14.689,77;14.499,88;13.757,98;13.714,42;15.391,40;33.648,46;40.048,09;41.442,66;36.419,08;33.912,77;34.042,62;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.0.0.00.0.0.00.00.00.00.000;02;0201;28.348,60;23.080,85;45.682,45;230.913,26;173.197,07;57.832,93;53.404,58;85.098,00;229.089,06;64.363,14;593.429,08;339.198,98;304.067,91;173.679,71;282.049,04;192.992,32;433.302,78;188.947,10;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.1.0.00.0.0.00.00.00.00.000;02;0201;17.086,00;21.040,00;17.860,00;17.860,00;17.860,00;17.860,00;17.860,00;18.417,76;18.405,00;18.405,00;17.860,00;18.971,00;34.039,86;37.827,85;36.639,64;37.486,04;36.330,31;36.209,56;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.1.0.01.0.0.00.00.00.00.000;02;0201;17.086,00;21.040,00;17.860,00;17.860,00;17.860,00;17.860,00;17.860,00;18.417,76;18.405,00;18.405,00;17.860,00;18.971,00;34.039,86;37.827,85;36.639,64;37.486,04;36.330,31;36.209,56;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.1.0.01.1.0.00.00.00.00.000;02;0201;17.086,00;21.040,00;17.860,00;17.860,00;17.860,00;17.860,00;17.860,00;18.417,76;18.405,00;18.405,00;17.860,00;18.971,00;34.039,86;37.827,85;36.639,64;37.486,04;36.330,31;36.209,56;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.3.1.0.01.1.1.00.00.00.00.000;02;0201;17.086,00;21.040,00;17.860,00;17.860,00;17.860,00;17.860,00;17.860,00;17.860,00;17.860,00;17.860,00;17.860,00;18.971,00;34.039,86;37.827,85;36.639,64;37.486,04;36.330,31;36.209,56;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
